,0,1,2,3,4,5,6
1463,0.0,0.0,1.0,0.0,16-10-06,5:45,76
7539,0.0,0.0,0.0,1.0,17-10-06,12:45,210
559,0.0,0.0,1.0,0.0,06-10-06,19:45,214
4234,1.0,0.0,0.0,0.0,14-10-06,2:30,6
10401,0.0,1.0,0.0,0.0,17-10-06,8:15,244
2078,0.0,0.0,1.0,0.0,22-10-06,15:30,293
4750,1.0,0.0,0.0,0.0,19-10-06,11:30,124
4101,1.0,0.0,0.0,0.0,12-10-06,17:15,175
4798,1.0,0.0,0.0,0.0,19-10-06,23:30,28
3585,1.0,0.0,0.0,0.0,07-10-06,8:15,108
2857,0.0,0.0,1.0,0.0,30-10-06,18:15,257
1517,0.0,0.0,1.0,0.0,16-10-06,19:15,181
7898,0.0,0.0,0.0,1.0,21-10-06,6:30,74
7591,0.0,0.0,0.0,1.0,18-10-06,1:45,17
10486,0.0,1.0,0.0,0.0,18-10-06,5:30,14
9026,0.0,1.0,0.0,0.0,02-10-06,0:30,7
5669,1.0,0.0,0.0,0.0,29-10-06,1:15,7
3631,1.0,0.0,0.0,0.0,07-10-06,19:45,90
6491,0.0,0.0,0.0,1.0,06-10-06,14:45,302
2372,0.0,0.0,1.0,0.0,25-10-06,17:00,330
11427,0.0,1.0,0.0,0.0,28-10-06,0:45,34
4185,1.0,0.0,0.0,0.0,13-10-06,14:15,150
5466,1.0,0.0,0.0,0.0,26-10-06,22:30,51
1865,0.0,0.0,1.0,0.0,20-10-06,10:15,287
10950,0.0,1.0,0.0,0.0,23-10-06,1:30,12
6116,0.0,0.0,0.0,1.0,02-10-06,17:00,365
1050,0.0,0.0,1.0,0.0,11-10-06,22:30,92
11384,0.0,1.0,0.0,0.0,27-10-06,14:00,200
3403,1.0,0.0,0.0,0.0,05-10-06,10:45,132
900,0.0,0.0,1.0,0.0,10-10-06,9:00,399
9266,0.0,1.0,0.0,0.0,05-10-06,12:30,170
6681,0.0,0.0,0.0,1.0,08-10-06,14:15,311
4920,1.0,0.0,0.0,0.0,21-10-06,6:00,22
10183,0.0,1.0,0.0,0.0,15-10-06,1:45,22
6749,0.0,0.0,0.0,1.0,09-10-06,7:15,236
11369,0.0,1.0,0.0,0.0,27-10-06,10:15,138
4291,1.0,0.0,0.0,0.0,14-10-06,16:45,186
6877,0.0,0.0,0.0,1.0,10-10-06,15:15,390
2242,0.0,0.0,1.0,0.0,24-10-06,8:30,362
290,0.0,0.0,1.0,0.0,04-10-06,0:30,28
5396,1.0,0.0,0.0,0.0,26-10-06,5:00,17
1048,0.0,0.0,1.0,0.0,11-10-06,22:00,149
7793,0.0,0.0,0.0,1.0,20-10-06,4:15,15
9999,0.0,1.0,0.0,0.0,13-10-06,3:45,5
3126,1.0,0.0,0.0,0.0,02-10-06,13:30,111
6807,0.0,0.0,0.0,1.0,09-10-06,21:45,92
9472,0.0,1.0,0.0,0.0,07-10-06,16:00,225
6158,0.0,0.0,0.0,1.0,03-10-06,3:30,5
10045,0.0,1.0,0.0,0.0,13-10-06,15:15,240
149,0.0,0.0,1.0,0.0,02-10-06,13:15,290
11616,0.0,1.0,0.0,0.0,30-10-06,0:00,15
2566,0.0,0.0,1.0,0.0,27-10-06,17:30,355
3566,1.0,0.0,0.0,0.0,07-10-06,3:30,7
413,0.0,0.0,1.0,0.0,05-10-06,7:15,328
1647,0.0,0.0,1.0,0.0,18-10-06,3:45,14
7274,0.0,0.0,0.0,1.0,14-10-06,18:30,276
5341,1.0,0.0,0.0,0.0,25-10-06,15:15,156
2650,0.0,0.0,1.0,0.0,28-10-06,14:30,337
5773,1.0,0.0,0.0,0.0,30-10-06,3:15,1
6541,0.0,0.0,0.0,1.0,07-10-06,3:15,26
6722,0.0,0.0,0.0,1.0,09-10-06,0:30,19
9533,0.0,1.0,0.0,0.0,08-10-06,7:15,21
5548,1.0,0.0,0.0,0.0,27-10-06,19:00,120
9549,0.0,1.0,0.0,0.0,08-10-06,11:15,180
1331,0.0,0.0,1.0,0.0,14-10-06,20:45,127
4912,1.0,0.0,0.0,0.0,21-10-06,4:00,6
8040,0.0,0.0,0.0,1.0,22-10-06,18:00,321
3370,1.0,0.0,0.0,0.0,05-10-06,2:30,2
10059,0.0,1.0,0.0,0.0,13-10-06,18:45,250
8321,0.0,0.0,0.0,1.0,25-10-06,16:15,429
4013,1.0,0.0,0.0,0.0,11-10-06,19:15,99
10355,0.0,1.0,0.0,0.0,16-10-06,20:45,101
7404,0.0,0.0,0.0,1.0,16-10-06,3:00,3
3616,1.0,0.0,0.0,0.0,07-10-06,16:00,156
9066,0.0,1.0,0.0,0.0,02-10-06,10:30,178
2907,0.0,0.0,1.0,0.0,31-10-06,6:45,238
8719,0.0,0.0,0.0,1.0,29-10-06,19:45,148
7085,0.0,0.0,0.0,1.0,12-10-06,19:15,237
227,0.0,0.0,1.0,0.0,03-10-06,8:45,372
3112,1.0,0.0,0.0,0.0,02-10-06,10:00,135
3837,1.0,0.0,0.0,0.0,09-10-06,23:15,14
7546,0.0,0.0,0.0,1.0,17-10-06,14:30,278
2682,0.0,0.0,1.0,0.0,28-10-06,22:30,125
2942,0.0,0.0,1.0,0.0,31-10-06,15:30,336
11349,0.0,1.0,0.0,0.0,27-10-06,5:15,11
2795,0.0,0.0,1.0,0.0,30-10-06,2:45,7
11729,0.0,1.0,0.0,0.0,31-10-06,4:15,3
1721,0.0,0.0,1.0,0.0,18-10-06,22:15,120
191,0.0,0.0,1.0,0.0,02-10-06,23:45,26
7552,0.0,0.0,0.0,1.0,17-10-06,16:00,363
4626,1.0,0.0,0.0,0.0,18-10-06,4:30,6
11099,0.0,1.0,0.0,0.0,24-10-06,14:45,213
9279,0.0,1.0,0.0,0.0,05-10-06,15:45,290
5814,1.0,0.0,0.0,0.0,30-10-06,13:30,123
5501,1.0,0.0,0.0,0.0,27-10-06,7:15,331
4387,1.0,0.0,0.0,0.0,15-10-06,16:45,158
5350,1.0,0.0,0.0,0.0,25-10-06,17:30,223
11775,0.0,1.0,0.0,0.0,31-10-06,15:45,259
7598,0.0,0.0,0.0,1.0,18-10-06,3:30,5
9203,0.0,1.0,0.0,0.0,03-10-06,20:45,86
2655,0.0,0.0,1.0,0.0,28-10-06,15:45,323
6123,0.0,0.0,0.0,1.0,02-10-06,18:45,223
9375,0.0,1.0,0.0,0.0,06-10-06,15:45,281
10329,0.0,1.0,0.0,0.0,16-10-06,14:15,160
11433,0.0,1.0,0.0,0.0,28-10-06,2:15,17
7958,0.0,0.0,0.0,1.0,21-10-06,21:30,101
3195,1.0,0.0,0.0,0.0,03-10-06,6:45,210
4582,1.0,0.0,0.0,0.0,17-10-06,17:30,183
9927,0.0,1.0,0.0,0.0,12-10-06,9:45,148
7253,0.0,0.0,0.0,1.0,14-10-06,13:15,351
9977,0.0,1.0,0.0,0.0,12-10-06,22:15,84
7431,0.0,0.0,0.0,1.0,16-10-06,9:45,227
7510,0.0,0.0,0.0,1.0,17-10-06,5:30,33
10579,0.0,1.0,0.0,0.0,19-10-06,4:45,6
9477,0.0,1.0,0.0,0.0,07-10-06,17:15,171
3804,1.0,0.0,0.0,0.0,09-10-06,15:00,160
2039,0.0,0.0,1.0,0.0,22-10-06,5:45,24
4760,1.0,0.0,0.0,0.0,19-10-06,14:00,124
2635,0.0,0.0,1.0,0.0,28-10-06,10:45,352
11007,0.0,1.0,0.0,0.0,23-10-06,15:45,234
4846,1.0,0.0,0.0,0.0,20-10-06,11:30,160
6087,0.0,0.0,0.0,1.0,02-10-06,9:45,262
7310,0.0,0.0,0.0,1.0,15-10-06,3:30,30
9571,0.0,1.0,0.0,0.0,08-10-06,16:45,117
9586,0.0,1.0,0.0,0.0,08-10-06,20:30,82
3208,1.0,0.0,0.0,0.0,03-10-06,10:00,136
840,0.0,0.0,1.0,0.0,09-10-06,18:00,308
2789,0.0,0.0,1.0,0.0,30-10-06,1:15,15
7219,0.0,0.0,0.0,1.0,14-10-06,4:45,16
3413,1.0,0.0,0.0,0.0,05-10-06,13:15,145
4763,1.0,0.0,0.0,0.0,19-10-06,14:45,141
2843,0.0,0.0,1.0,0.0,30-10-06,14:45,220
3790,1.0,0.0,0.0,0.0,09-10-06,11:30,130
1922,0.0,0.0,1.0,0.0,21-10-06,0:30,43
34,0.0,0.0,1.0,0.0,01-10-06,8:30,103
11181,0.0,1.0,0.0,0.0,25-10-06,11:15,146
2484,0.0,0.0,1.0,0.0,26-10-06,21:00,121
6305,0.0,0.0,0.0,1.0,04-10-06,16:15,401
1431,0.0,0.0,1.0,0.0,15-10-06,21:45,94
3879,1.0,0.0,0.0,0.0,10-10-06,9:45,196
3517,1.0,0.0,0.0,0.0,06-10-06,15:15,163
8495,0.0,0.0,0.0,1.0,27-10-06,11:45,274
1481,0.0,0.0,1.0,0.0,16-10-06,10:15,239
1216,0.0,0.0,1.0,0.0,13-10-06,16:00,371
6005,0.0,0.0,0.0,1.0,01-10-06,13:15,256
1246,0.0,0.0,1.0,0.0,13-10-06,23:30,95
6804,0.0,0.0,0.0,1.0,09-10-06,21:00,132
3098,1.0,0.0,0.0,0.0,02-10-06,6:30,131
345,0.0,0.0,1.0,0.0,04-10-06,14:15,260
7019,0.0,0.0,0.0,1.0,12-10-06,2:45,9
9876,0.0,1.0,0.0,0.0,11-10-06,21:00,86
9612,0.0,1.0,0.0,0.0,09-10-06,3:00,0
10710,0.0,1.0,0.0,0.0,20-10-06,13:30,177
10307,0.0,1.0,0.0,0.0,16-10-06,8:45,216
9113,0.0,1.0,0.0,0.0,02-10-06,22:15,44
10344,0.0,1.0,0.0,0.0,16-10-06,18:00,353
6409,0.0,0.0,0.0,1.0,05-10-06,18:15,421
11278,0.0,1.0,0.0,0.0,26-10-06,11:30,158
7198,0.0,0.0,0.0,1.0,13-10-06,23:30,101
8089,0.0,0.0,0.0,1.0,23-10-06,6:15,112
7709,0.0,0.0,0.0,1.0,19-10-06,7:15,239
826,0.0,0.0,1.0,0.0,09-10-06,14:30,278
11602,0.0,1.0,0.0,0.0,29-10-06,20:30,74
7225,0.0,0.0,0.0,1.0,14-10-06,6:15,48
5975,0.0,0.0,0.0,1.0,01-10-06,5:45,34
11053,0.0,1.0,0.0,0.0,24-10-06,3:15,1
1960,0.0,0.0,1.0,0.0,21-10-06,10:00,292
4220,1.0,0.0,0.0,0.0,13-10-06,23:00,35
9843,0.0,1.0,0.0,0.0,11-10-06,12:45,161
5964,0.0,0.0,0.0,1.0,01-10-06,3:00,34
8000,0.0,0.0,0.0,1.0,22-10-06,8:00,73
6860,0.0,0.0,0.0,1.0,10-10-06,11:00,248
9200,0.0,1.0,0.0,0.0,03-10-06,20:00,98
589,0.0,0.0,1.0,0.0,07-10-06,3:15,31
3013,1.0,0.0,0.0,0.0,01-10-06,9:15,73
2815,0.0,0.0,1.0,0.0,30-10-06,7:45,366
3829,1.0,0.0,0.0,0.0,09-10-06,21:15,52
4762,1.0,0.0,0.0,0.0,19-10-06,14:30,134
2399,0.0,0.0,1.0,0.0,25-10-06,23:45,32
6823,0.0,0.0,0.0,1.0,10-10-06,1:45,7
7739,0.0,0.0,0.0,1.0,19-10-06,14:45,358
11783,0.0,1.0,0.0,0.0,31-10-06,17:45,363
4521,1.0,0.0,0.0,0.0,17-10-06,2:15,5
5573,1.0,0.0,0.0,0.0,28-10-06,1:15,6
607,0.0,0.0,1.0,0.0,07-10-06,7:45,199
2013,0.0,0.0,1.0,0.0,21-10-06,23:15,122
6434,0.0,0.0,0.0,1.0,06-10-06,0:30,34
2056,0.0,0.0,1.0,0.0,22-10-06,10:00,258
11068,0.0,1.0,0.0,0.0,24-10-06,7:00,98
8124,0.0,0.0,0.0,1.0,23-10-06,15:00,315
10924,0.0,1.0,0.0,0.0,22-10-06,19:00,89
3143,1.0,0.0,0.0,0.0,02-10-06,17:45,177
4673,1.0,0.0,0.0,0.0,18-10-06,16:15,142
5470,1.0,0.0,0.0,0.0,26-10-06,23:30,17
3171,1.0,0.0,0.0,0.0,03-10-06,0:45,6
1735,0.0,0.0,1.0,0.0,19-10-06,1:45,12
8386,0.0,0.0,0.0,1.0,26-10-06,8:30,338
1230,0.0,0.0,1.0,0.0,13-10-06,19:30,256
2401,0.0,0.0,1.0,0.0,26-10-06,0:15,36
8387,0.0,0.0,0.0,1.0,26-10-06,8:45,262
6219,0.0,0.0,0.0,1.0,03-10-06,18:45,279
3365,1.0,0.0,0.0,0.0,05-10-06,1:15,7
5325,1.0,0.0,0.0,0.0,25-10-06,11:15,124
3572,1.0,0.0,0.0,0.0,07-10-06,5:00,9
9184,0.0,1.0,0.0,0.0,03-10-06,16:00,307
10954,0.0,1.0,0.0,0.0,23-10-06,2:30,4
3136,1.0,0.0,0.0,0.0,02-10-06,16:00,158
8612,0.0,0.0,0.0,1.0,28-10-06,17:00,402
5460,1.0,0.0,0.0,0.0,26-10-06,21:00,77
9679,0.0,1.0,0.0,0.0,09-10-06,19:45,96
2645,0.0,0.0,1.0,0.0,28-10-06,13:15,406
7178,0.0,0.0,0.0,1.0,13-10-06,18:30,403
7902,0.0,0.0,0.0,1.0,21-10-06,7:30,95
1120,0.0,0.0,1.0,0.0,12-10-06,16:00,381
1636,0.0,0.0,1.0,0.0,18-10-06,1:00,16
1668,0.0,0.0,1.0,0.0,18-10-06,9:00,345
7619,0.0,0.0,0.0,1.0,18-10-06,8:45,327
3022,1.0,0.0,0.0,0.0,01-10-06,11:30,130
9262,0.0,1.0,0.0,0.0,05-10-06,11:30,172
8631,0.0,0.0,0.0,1.0,28-10-06,21:45,102
5937,1.0,0.0,0.0,0.0,31-10-06,20:15,78
1891,0.0,0.0,1.0,0.0,20-10-06,16:45,309
5301,1.0,0.0,0.0,0.0,25-10-06,5:15,23
4249,1.0,0.0,0.0,0.0,14-10-06,6:15,41
9254,0.0,1.0,0.0,0.0,05-10-06,9:30,149
11386,0.0,1.0,0.0,0.0,27-10-06,14:30,206
3809,1.0,0.0,0.0,0.0,09-10-06,16:15,146
9626,0.0,1.0,0.0,0.0,09-10-06,6:30,53
4117,1.0,0.0,0.0,0.0,12-10-06,21:15,65
10775,0.0,1.0,0.0,0.0,21-10-06,5:45,14
7823,0.0,0.0,0.0,1.0,20-10-06,11:45,331
6032,0.0,0.0,0.0,1.0,01-10-06,20:00,120
9802,0.0,1.0,0.0,0.0,11-10-06,2:30,4
10069,0.0,1.0,0.0,0.0,13-10-06,21:15,92
10417,0.0,1.0,0.0,0.0,17-10-06,12:15,156
6436,0.0,0.0,0.0,1.0,06-10-06,1:00,18
6917,0.0,0.0,0.0,1.0,11-10-06,1:15,19
346,0.0,0.0,1.0,0.0,04-10-06,14:30,247
8301,0.0,0.0,0.0,1.0,25-10-06,11:15,218
10020,0.0,1.0,0.0,0.0,13-10-06,9:00,201
8166,0.0,0.0,0.0,1.0,24-10-06,1:30,12
2232,0.0,0.0,1.0,0.0,24-10-06,6:00,98
6368,0.0,0.0,0.0,1.0,05-10-06,8:00,324
9453,0.0,1.0,0.0,0.0,07-10-06,11:15,232
690,0.0,0.0,1.0,0.0,08-10-06,4:30,13
6733,0.0,0.0,0.0,1.0,09-10-06,3:15,7
8449,0.0,0.0,0.0,1.0,27-10-06,0:15,34
2653,0.0,0.0,1.0,0.0,28-10-06,15:15,306
10735,0.0,1.0,0.0,0.0,20-10-06,19:45,134
500,0.0,0.0,1.0,0.0,06-10-06,5:00,20
10218,0.0,1.0,0.0,0.0,15-10-06,10:30,154
7415,0.0,0.0,0.0,1.0,16-10-06,5:45,49
5022,1.0,0.0,0.0,0.0,22-10-06,7:30,30
4172,1.0,0.0,0.0,0.0,13-10-06,11:00,142
751,0.0,0.0,1.0,0.0,08-10-06,19:45,139
11568,0.0,1.0,0.0,0.0,29-10-06,12:00,184
6121,0.0,0.0,0.0,1.0,02-10-06,18:15,366
1952,0.0,0.0,1.0,0.0,21-10-06,8:00,201
1008,0.0,0.0,1.0,0.0,11-10-06,12:00,330
7783,0.0,0.0,0.0,1.0,20-10-06,1:45,13
3756,1.0,0.0,0.0,0.0,09-10-06,3:00,1
4568,1.0,0.0,0.0,0.0,17-10-06,14:00,112
6164,0.0,0.0,0.0,1.0,03-10-06,5:00,16
8692,0.0,0.0,0.0,1.0,29-10-06,13:00,296
4157,1.0,0.0,0.0,0.0,13-10-06,7:15,301
8293,0.0,0.0,0.0,1.0,25-10-06,9:15,341
2303,0.0,0.0,1.0,0.0,24-10-06,23:45,36
2460,0.0,0.0,1.0,0.0,26-10-06,15:00,305
710,0.0,0.0,1.0,0.0,08-10-06,9:30,262
988,0.0,0.0,1.0,0.0,11-10-06,7:00,281
74,0.0,0.0,1.0,0.0,01-10-06,18:30,177
6179,0.0,0.0,0.0,1.0,03-10-06,8:45,379
4535,1.0,0.0,0.0,0.0,17-10-06,5:45,39
2311,0.0,0.0,1.0,0.0,25-10-06,1:45,11
1760,0.0,0.0,1.0,0.0,19-10-06,8:00,261
10482,0.0,1.0,0.0,0.0,18-10-06,4:30,4
5911,1.0,0.0,0.0,0.0,31-10-06,13:45,128
9771,0.0,1.0,0.0,0.0,10-10-06,18:45,226
1129,0.0,0.0,1.0,0.0,12-10-06,18:15,287
9217,0.0,1.0,0.0,0.0,05-10-06,0:15,21
10334,0.0,1.0,0.0,0.0,16-10-06,15:30,215
11649,0.0,1.0,0.0,0.0,30-10-06,8:15,263
3610,1.0,0.0,0.0,0.0,07-10-06,14:30,165
6138,0.0,0.0,0.0,1.0,02-10-06,22:30,66
10044,0.0,1.0,0.0,0.0,13-10-06,15:00,222
7825,0.0,0.0,0.0,1.0,20-10-06,12:15,318
2333,0.0,0.0,1.0,0.0,25-10-06,7:15,337
5485,1.0,0.0,0.0,0.0,27-10-06,3:15,5
3442,1.0,0.0,0.0,0.0,05-10-06,20:30,77
11570,0.0,1.0,0.0,0.0,29-10-06,12:30,150
7183,0.0,0.0,0.0,1.0,13-10-06,19:45,239
8627,0.0,0.0,0.0,1.0,28-10-06,20:45,95
11672,0.0,1.0,0.0,0.0,30-10-06,14:00,189
11262,0.0,1.0,0.0,0.0,26-10-06,7:30,186
1318,0.0,0.0,1.0,0.0,14-10-06,17:30,253
3321,1.0,0.0,0.0,0.0,04-10-06,14:15,110
2407,0.0,0.0,1.0,0.0,26-10-06,1:45,15
10985,0.0,1.0,0.0,0.0,23-10-06,10:15,139
4908,1.0,0.0,0.0,0.0,21-10-06,3:00,5
1187,0.0,0.0,1.0,0.0,13-10-06,8:45,354
2194,0.0,0.0,1.0,0.0,23-10-06,20:30,116
3476,1.0,0.0,0.0,0.0,06-10-06,5:00,16
4302,1.0,0.0,0.0,0.0,14-10-06,19:30,111
7476,0.0,0.0,0.0,1.0,16-10-06,21:00,138
3615,1.0,0.0,0.0,0.0,07-10-06,15:45,171
9058,0.0,1.0,0.0,0.0,02-10-06,8:30,223
10377,0.0,1.0,0.0,0.0,17-10-06,2:15,3
4481,1.0,0.0,0.0,0.0,16-10-06,16:15,141
5770,1.0,0.0,0.0,0.0,30-10-06,2:30,4
11488,0.0,1.0,0.0,0.0,28-10-06,16:00,215
7703,0.0,0.0,0.0,1.0,19-10-06,5:45,55
10729,0.0,1.0,0.0,0.0,20-10-06,18:15,290
2259,0.0,0.0,1.0,0.0,24-10-06,12:45,270
240,0.0,0.0,1.0,0.0,03-10-06,12:00,290
9914,0.0,1.0,0.0,0.0,12-10-06,6:30,63
8902,0.0,0.0,0.0,1.0,31-10-06,17:30,389
698,0.0,0.0,1.0,0.0,08-10-06,6:30,87
8207,0.0,0.0,0.0,1.0,24-10-06,11:45,244
142,0.0,0.0,1.0,0.0,02-10-06,11:30,236
4588,1.0,0.0,0.0,0.0,17-10-06,19:00,115
8820,0.0,0.0,0.0,1.0,30-10-06,21:00,130
2115,0.0,0.0,1.0,0.0,23-10-06,0:45,12
7161,0.0,0.0,0.0,1.0,13-10-06,14:15,303
9237,0.0,1.0,0.0,0.0,05-10-06,5:15,3
9142,0.0,1.0,0.0,0.0,03-10-06,5:30,10
11152,0.0,1.0,0.0,0.0,25-10-06,4:00,3
3287,1.0,0.0,0.0,0.0,04-10-06,5:45,49
5087,1.0,0.0,0.0,0.0,22-10-06,23:45,7
2924,0.0,0.0,1.0,0.0,31-10-06,11:00,286
10353,0.0,1.0,0.0,0.0,16-10-06,20:15,86
5585,1.0,0.0,0.0,0.0,28-10-06,4:15,8
3189,1.0,0.0,0.0,0.0,03-10-06,5:15,20
7707,0.0,0.0,0.0,1.0,19-10-06,6:45,203
899,0.0,0.0,1.0,0.0,10-10-06,8:45,396
11046,0.0,1.0,0.0,0.0,24-10-06,1:30,5
7235,0.0,0.0,0.0,1.0,14-10-06,8:45,182
252,0.0,0.0,1.0,0.0,03-10-06,15:00,347
7259,0.0,0.0,0.0,1.0,14-10-06,14:45,301
1839,0.0,0.0,1.0,0.0,20-10-06,3:45,17
718,0.0,0.0,1.0,0.0,08-10-06,11:30,296
9492,0.0,1.0,0.0,0.0,07-10-06,21:00,68
426,0.0,0.0,1.0,0.0,05-10-06,10:30,311
6669,0.0,0.0,0.0,1.0,08-10-06,11:15,266
2355,0.0,0.0,1.0,0.0,25-10-06,12:45,249
6413,0.0,0.0,0.0,1.0,05-10-06,19:15,255
2122,0.0,0.0,1.0,0.0,23-10-06,2:30,8
911,0.0,0.0,1.0,0.0,10-10-06,11:45,287
7634,0.0,0.0,0.0,1.0,18-10-06,12:30,258
4834,1.0,0.0,0.0,0.0,20-10-06,8:30,294
2728,0.0,0.0,1.0,0.0,29-10-06,10:00,194
806,0.0,0.0,1.0,0.0,09-10-06,9:30,286
11448,0.0,1.0,0.0,0.0,28-10-06,6:00,16
4852,1.0,0.0,0.0,0.0,20-10-06,13:00,119
6057,0.0,0.0,0.0,1.0,02-10-06,2:15,9
7750,0.0,0.0,0.0,1.0,19-10-06,17:30,358
11090,0.0,1.0,0.0,0.0,24-10-06,12:30,159
1628,0.0,0.0,1.0,0.0,17-10-06,23:00,83
1843,0.0,0.0,1.0,0.0,20-10-06,4:45,19
5820,1.0,0.0,0.0,0.0,30-10-06,15:00,150
8646,0.0,0.0,0.0,1.0,29-10-06,1:30,45
2491,0.0,0.0,1.0,0.0,26-10-06,22:45,86
9376,0.0,1.0,0.0,0.0,06-10-06,16:00,305
731,0.0,0.0,1.0,0.0,08-10-06,14:45,270
3417,1.0,0.0,0.0,0.0,05-10-06,14:15,142
5784,1.0,0.0,0.0,0.0,30-10-06,6:00,69
5741,1.0,0.0,0.0,0.0,29-10-06,19:15,94
3119,1.0,0.0,0.0,0.0,02-10-06,11:45,122
3807,1.0,0.0,0.0,0.0,09-10-06,15:45,161
695,0.0,0.0,1.0,0.0,08-10-06,5:45,25
8243,0.0,0.0,0.0,1.0,24-10-06,20:45,140
862,0.0,0.0,1.0,0.0,09-10-06,23:30,25
1078,0.0,0.0,1.0,0.0,12-10-06,5:30,73
8398,0.0,0.0,0.0,1.0,26-10-06,11:30,278
5216,1.0,0.0,0.0,0.0,24-10-06,8:00,276
2314,0.0,0.0,1.0,0.0,25-10-06,2:30,11
4695,1.0,0.0,0.0,0.0,18-10-06,21:45,62
7017,0.0,0.0,0.0,1.0,12-10-06,2:15,14
7252,0.0,0.0,0.0,1.0,14-10-06,13:00,286
9234,0.0,1.0,0.0,0.0,05-10-06,4:30,4
1875,0.0,0.0,1.0,0.0,20-10-06,12:45,308
11677,0.0,1.0,0.0,0.0,30-10-06,15:15,177
3700,1.0,0.0,0.0,0.0,08-10-06,13:00,159
10168,0.0,1.0,0.0,0.0,14-10-06,22:00,82
8112,0.0,0.0,0.0,1.0,23-10-06,12:00,272
1202,0.0,0.0,1.0,0.0,13-10-06,12:30,351
820,0.0,0.0,1.0,0.0,09-10-06,13:00,249
5546,1.0,0.0,0.0,0.0,27-10-06,18:30,133
9674,0.0,1.0,0.0,0.0,09-10-06,18:30,263
11300,0.0,1.0,0.0,0.0,26-10-06,17:00,299
11232,0.0,1.0,0.0,0.0,26-10-06,0:00,22
1504,0.0,0.0,1.0,0.0,16-10-06,16:00,314
2393,0.0,0.0,1.0,0.0,25-10-06,22:15,127
2884,0.0,0.0,1.0,0.0,31-10-06,1:00,10
5978,0.0,0.0,0.0,1.0,01-10-06,6:30,53
113,0.0,0.0,1.0,0.0,02-10-06,4:15,16
10067,0.0,1.0,0.0,0.0,13-10-06,20:45,90
11738,0.0,1.0,0.0,0.0,31-10-06,6:30,41
4601,1.0,0.0,0.0,0.0,17-10-06,22:15,35
10464,0.0,1.0,0.0,0.0,18-10-06,0:00,22
8038,0.0,0.0,0.0,1.0,22-10-06,17:30,416
10277,0.0,1.0,0.0,0.0,16-10-06,1:15,8
5838,1.0,0.0,0.0,0.0,30-10-06,19:30,101
6433,0.0,0.0,0.0,1.0,06-10-06,0:15,34
7882,0.0,0.0,0.0,1.0,21-10-06,2:30,29
4955,1.0,0.0,0.0,0.0,21-10-06,14:45,130
5069,1.0,0.0,0.0,0.0,22-10-06,19:15,87
5847,1.0,0.0,0.0,0.0,30-10-06,21:45,48
6828,0.0,0.0,0.0,1.0,10-10-06,3:00,9
3142,1.0,0.0,0.0,0.0,02-10-06,17:30,212
2243,0.0,0.0,1.0,0.0,24-10-06,8:45,289
774,0.0,0.0,1.0,0.0,09-10-06,1:30,13
7031,0.0,0.0,0.0,1.0,12-10-06,5:45,47
2063,0.0,0.0,1.0,0.0,22-10-06,11:45,310
2834,0.0,0.0,1.0,0.0,30-10-06,12:30,282
3324,1.0,0.0,0.0,0.0,04-10-06,15:00,127
5808,1.0,0.0,0.0,0.0,30-10-06,12:00,123
5952,0.0,0.0,0.0,1.0,01-10-06,0:00,92
3853,1.0,0.0,0.0,0.0,10-10-06,3:15,5
4532,1.0,0.0,0.0,0.0,17-10-06,5:00,20
5052,1.0,0.0,0.0,0.0,22-10-06,15:00,114
2590,0.0,0.0,1.0,0.0,27-10-06,23:30,94
2455,0.0,0.0,1.0,0.0,26-10-06,13:45,253
3286,1.0,0.0,0.0,0.0,04-10-06,5:30,35
5139,1.0,0.0,0.0,0.0,23-10-06,12:45,136
1531,0.0,0.0,1.0,0.0,16-10-06,22:45,91
6271,0.0,0.0,0.0,1.0,04-10-06,7:45,354
8299,0.0,0.0,0.0,1.0,25-10-06,10:45,225
12,0.0,0.0,1.0,0.0,01-10-06,3:00,25
1564,0.0,0.0,1.0,0.0,17-10-06,7:00,272
8859,0.0,0.0,0.0,1.0,31-10-06,6:45,198
10367,0.0,1.0,0.0,0.0,16-10-06,23:45,19
3554,1.0,0.0,0.0,0.0,07-10-06,0:30,18
1982,0.0,0.0,1.0,0.0,21-10-06,15:30,280
6974,0.0,0.0,0.0,1.0,11-10-06,15:30,351
6133,0.0,0.0,0.0,1.0,02-10-06,21:15,109
1867,0.0,0.0,1.0,0.0,20-10-06,10:45,315
3305,1.0,0.0,0.0,0.0,04-10-06,10:15,136
4964,1.0,0.0,0.0,0.0,21-10-06,17:00,141
5747,1.0,0.0,0.0,0.0,29-10-06,20:45,60
3539,1.0,0.0,0.0,0.0,06-10-06,20:45,72
7460,0.0,0.0,0.0,1.0,16-10-06,17:00,411
550,0.0,0.0,1.0,0.0,06-10-06,17:30,392
6161,0.0,0.0,0.0,1.0,03-10-06,4:15,9
11172,0.0,1.0,0.0,0.0,25-10-06,9:00,165
959,0.0,0.0,1.0,0.0,10-10-06,23:45,36
5797,1.0,0.0,0.0,0.0,30-10-06,9:15,171
11733,0.0,1.0,0.0,0.0,31-10-06,5:15,8
8465,0.0,0.0,0.0,1.0,27-10-06,4:15,8
2756,0.0,0.0,1.0,0.0,29-10-06,17:00,257
2420,0.0,0.0,1.0,0.0,26-10-06,5:00,25
9667,0.0,1.0,0.0,0.0,09-10-06,16:45,264
11272,0.0,1.0,0.0,0.0,26-10-06,10:00,128
