,0,1,2,3,4,5,6
6260,0.0,0.0,0.0,1.0,04-10-06,5:00,12
10222,0.0,1.0,0.0,0.0,15-10-06,11:30,195
11320,0.0,1.0,0.0,0.0,26-10-06,22:00,71
10715,0.0,1.0,0.0,0.0,20-10-06,14:45,242
5692,1.0,0.0,0.0,0.0,29-10-06,7:00,22
1611,0.0,0.0,1.0,0.0,17-10-06,18:45,224
6596,0.0,0.0,0.0,1.0,07-10-06,17:00,324
1580,0.0,0.0,1.0,0.0,17-10-06,11:00,279
8575,0.0,0.0,0.0,1.0,28-10-06,7:45,110
11443,0.0,1.0,0.0,0.0,28-10-06,4:45,3
410,0.0,0.0,1.0,0.0,05-10-06,6:30,238
7757,0.0,0.0,0.0,1.0,19-10-06,19:15,278
8917,0.0,0.0,0.0,1.0,31-10-06,21:15,129
10133,0.0,1.0,0.0,0.0,14-10-06,13:15,185
9295,0.0,1.0,0.0,0.0,05-10-06,19:45,129
8758,0.0,0.0,0.0,1.0,30-10-06,5:30,30
593,0.0,0.0,1.0,0.0,07-10-06,4:15,26
9970,0.0,1.0,0.0,0.0,12-10-06,20:30,117
9102,0.0,1.0,0.0,0.0,02-10-06,19:30,112
10264,0.0,1.0,0.0,0.0,15-10-06,22:00,48
2517,0.0,0.0,1.0,0.0,27-10-06,5:15,44
8081,0.0,0.0,0.0,1.0,23-10-06,4:15,15
693,0.0,0.0,1.0,0.0,08-10-06,5:15,19
3600,1.0,0.0,0.0,0.0,07-10-06,12:00,157
9821,0.0,1.0,0.0,0.0,11-10-06,7:15,117
4256,1.0,0.0,0.0,0.0,14-10-06,8:00,100
10026,0.0,1.0,0.0,0.0,13-10-06,10:30,168
8807,0.0,0.0,0.0,1.0,30-10-06,17:45,381
3426,1.0,0.0,0.0,0.0,05-10-06,16:30,157
9552,0.0,1.0,0.0,0.0,08-10-06,12:00,191
10934,0.0,1.0,0.0,0.0,22-10-06,21:30,50
8675,0.0,0.0,0.0,1.0,29-10-06,8:45,81
2315,0.0,0.0,1.0,0.0,25-10-06,2:45,4
8108,0.0,0.0,0.0,1.0,23-10-06,11:00,202
551,0.0,0.0,1.0,0.0,06-10-06,17:45,339
11035,0.0,1.0,0.0,0.0,23-10-06,22:45,34
11557,0.0,1.0,0.0,0.0,29-10-06,9:15,78
2217,0.0,0.0,1.0,0.0,24-10-06,2:15,8
4741,1.0,0.0,0.0,0.0,19-10-06,9:15,205
3908,1.0,0.0,0.0,0.0,10-10-06,17:00,147
4993,1.0,0.0,0.0,0.0,22-10-06,0:15,34
2049,0.0,0.0,1.0,0.0,22-10-06,8:15,102
9298,0.0,1.0,0.0,0.0,05-10-06,20:30,128
9939,0.0,1.0,0.0,0.0,12-10-06,12:45,147
4447,1.0,0.0,0.0,0.0,16-10-06,7:45,303
9569,0.0,1.0,0.0,0.0,08-10-06,16:15,109
3546,1.0,0.0,0.0,0.0,06-10-06,22:30,47
2915,0.0,0.0,1.0,0.0,31-10-06,8:45,372
10322,0.0,1.0,0.0,0.0,16-10-06,12:30,171
8187,0.0,0.0,0.0,1.0,24-10-06,6:45,216
11221,0.0,1.0,0.0,0.0,25-10-06,21:15,81
4519,1.0,0.0,0.0,0.0,17-10-06,1:45,6
11197,0.0,1.0,0.0,0.0,25-10-06,15:15,199
3803,1.0,0.0,0.0,0.0,09-10-06,14:45,136
671,0.0,0.0,1.0,0.0,07-10-06,23:45,127
8165,0.0,0.0,0.0,1.0,24-10-06,1:15,15
11440,0.0,1.0,0.0,0.0,28-10-06,4:00,6
11388,0.0,1.0,0.0,0.0,27-10-06,15:00,258
9020,0.0,1.0,0.0,0.0,01-10-06,23:00,25
11511,0.0,1.0,0.0,0.0,28-10-06,21:45,60
660,0.0,0.0,1.0,0.0,07-10-06,21:00,126
6336,0.0,0.0,0.0,1.0,05-10-06,0:00,42
574,0.0,0.0,1.0,0.0,06-10-06,23:30,74
8167,0.0,0.0,0.0,1.0,24-10-06,1:45,7
11556,0.0,1.0,0.0,0.0,29-10-06,9:00,67
5651,1.0,0.0,0.0,0.0,28-10-06,20:45,48
10166,0.0,1.0,0.0,0.0,14-10-06,21:30,58
5998,0.0,0.0,0.0,1.0,01-10-06,11:30,250
4627,1.0,0.0,0.0,0.0,18-10-06,4:45,9
4097,1.0,0.0,0.0,0.0,12-10-06,16:15,165
1361,0.0,0.0,1.0,0.0,15-10-06,4:15,22
6939,0.0,0.0,0.0,1.0,11-10-06,6:45,173
9331,0.0,1.0,0.0,0.0,06-10-06,4:45,8
11453,0.0,1.0,0.0,0.0,28-10-06,7:15,43
5647,1.0,0.0,0.0,0.0,28-10-06,19:45,28
9508,0.0,1.0,0.0,0.0,08-10-06,1:00,34
8513,0.0,0.0,0.0,1.0,27-10-06,16:15,414
10228,0.0,1.0,0.0,0.0,15-10-06,13:00,174
9606,0.0,1.0,0.0,0.0,09-10-06,1:30,5
1382,0.0,0.0,1.0,0.0,15-10-06,9:30,272
7107,0.0,0.0,0.0,1.0,13-10-06,0:45,27
9741,0.0,1.0,0.0,0.0,10-10-06,11:15,145
4742,1.0,0.0,0.0,0.0,19-10-06,9:30,189
5018,1.0,0.0,0.0,0.0,22-10-06,6:30,28
8661,0.0,0.0,0.0,1.0,29-10-06,5:15,13
7773,0.0,0.0,0.0,1.0,19-10-06,23:15,66
2081,0.0,0.0,1.0,0.0,22-10-06,16:15,254
10573,0.0,1.0,0.0,0.0,19-10-06,3:15,4
9236,0.0,1.0,0.0,0.0,05-10-06,5:00,10
10514,0.0,1.0,0.0,0.0,18-10-06,12:30,189
9442,0.0,1.0,0.0,0.0,07-10-06,8:30,130
6315,0.0,0.0,0.0,1.0,04-10-06,18:45,305
4637,1.0,0.0,0.0,0.0,18-10-06,7:15,330
9801,0.0,1.0,0.0,0.0,11-10-06,2:15,4
8430,0.0,0.0,0.0,1.0,26-10-06,19:30,274
1592,0.0,0.0,1.0,0.0,17-10-06,14:00,292
10562,0.0,1.0,0.0,0.0,19-10-06,0:30,15
568,0.0,0.0,1.0,0.0,06-10-06,22:00,135
10869,0.0,1.0,0.0,0.0,22-10-06,5:15,8
5464,1.0,0.0,0.0,0.0,26-10-06,22:00,56
8346,0.0,0.0,0.0,1.0,25-10-06,22:30,100
704,0.0,0.0,1.0,0.0,08-10-06,8:00,93
2338,0.0,0.0,1.0,0.0,25-10-06,8:30,322
6780,0.0,0.0,0.0,1.0,09-10-06,15:00,303
3398,1.0,0.0,0.0,0.0,05-10-06,9:30,160
8161,0.0,0.0,0.0,1.0,24-10-06,0:15,24
11682,0.0,1.0,0.0,0.0,30-10-06,16:30,256
9078,0.0,1.0,0.0,0.0,02-10-06,13:30,165
2664,0.0,0.0,1.0,0.0,28-10-06,18:00,231
6952,0.0,0.0,0.0,1.0,11-10-06,10:00,236
8709,0.0,0.0,0.0,1.0,29-10-06,17:15,405
2431,0.0,0.0,1.0,0.0,26-10-06,7:45,349
8076,0.0,0.0,0.0,1.0,23-10-06,3:00,9
1519,0.0,0.0,1.0,0.0,16-10-06,19:45,144
10645,0.0,1.0,0.0,0.0,19-10-06,21:15,78
9588,0.0,1.0,0.0,0.0,08-10-06,21:00,45
7260,0.0,0.0,0.0,1.0,14-10-06,15:00,340
3025,1.0,0.0,0.0,0.0,01-10-06,12:15,141
11311,0.0,1.0,0.0,0.0,26-10-06,19:45,140
3329,1.0,0.0,0.0,0.0,04-10-06,16:15,163
1014,0.0,0.0,1.0,0.0,11-10-06,13:30,271
10495,0.0,1.0,0.0,0.0,18-10-06,7:45,243
10699,0.0,1.0,0.0,0.0,20-10-06,10:45,183
9860,0.0,1.0,0.0,0.0,11-10-06,17:00,320
8411,0.0,0.0,0.0,1.0,26-10-06,14:45,313
7747,0.0,0.0,0.0,1.0,19-10-06,16:45,386
1455,0.0,0.0,1.0,0.0,16-10-06,3:45,14
10731,0.0,1.0,0.0,0.0,20-10-06,18:45,199
9321,0.0,1.0,0.0,0.0,06-10-06,2:15,9
11236,0.0,1.0,0.0,0.0,26-10-06,1:00,6
4346,1.0,0.0,0.0,0.0,15-10-06,6:30,44
2511,0.0,0.0,1.0,0.0,27-10-06,3:45,7
5928,1.0,0.0,0.0,0.0,31-10-06,18:00,141
10392,0.0,1.0,0.0,0.0,17-10-06,6:00,32
9517,0.0,1.0,0.0,0.0,08-10-06,3:15,12
11539,0.0,1.0,0.0,0.0,29-10-06,4:45,15
11314,0.0,1.0,0.0,0.0,26-10-06,20:30,120
1255,0.0,0.0,1.0,0.0,14-10-06,1:45,28
1646,0.0,0.0,1.0,0.0,18-10-06,3:30,9
8987,0.0,1.0,0.0,0.0,01-10-06,14:45,135
9890,0.0,1.0,0.0,0.0,12-10-06,0:30,11
11603,0.0,1.0,0.0,0.0,29-10-06,20:45,72
4871,1.0,0.0,0.0,0.0,20-10-06,17:45,192
1002,0.0,0.0,1.0,0.0,11-10-06,10:30,312
6892,0.0,0.0,0.0,1.0,10-10-06,19:00,266
6901,0.0,0.0,0.0,1.0,10-10-06,21:15,163
8789,0.0,0.0,0.0,1.0,30-10-06,13:15,273
11026,0.0,1.0,0.0,0.0,23-10-06,20:30,84
5507,1.0,0.0,0.0,0.0,27-10-06,8:45,272
9729,0.0,1.0,0.0,0.0,10-10-06,8:15,241
9292,0.0,1.0,0.0,0.0,05-10-06,19:00,187
802,0.0,0.0,1.0,0.0,09-10-06,8:30,389
5035,1.0,0.0,0.0,0.0,22-10-06,10:45,119
7996,0.0,0.0,0.0,1.0,22-10-06,7:00,47
11792,0.0,1.0,0.0,0.0,31-10-06,20:00,103
9271,0.0,1.0,0.0,0.0,05-10-06,13:45,162
170,0.0,0.0,1.0,0.0,02-10-06,18:30,218
9239,0.0,1.0,0.0,0.0,05-10-06,5:45,17
4721,1.0,0.0,0.0,0.0,19-10-06,4:15,3
8738,0.0,0.0,0.0,1.0,30-10-06,0:30,22
11219,0.0,1.0,0.0,0.0,25-10-06,20:45,77
1102,0.0,0.0,1.0,0.0,12-10-06,11:30,264
5500,1.0,0.0,0.0,0.0,27-10-06,7:00,234
9965,0.0,1.0,0.0,0.0,12-10-06,19:15,188
4232,1.0,0.0,0.0,0.0,14-10-06,2:00,6
3042,1.0,0.0,0.0,0.0,01-10-06,16:30,116
725,0.0,0.0,1.0,0.0,08-10-06,13:15,347
6156,0.0,0.0,0.0,1.0,03-10-06,3:00,6
6137,0.0,0.0,0.0,1.0,02-10-06,22:15,88
224,0.0,0.0,1.0,0.0,03-10-06,8:00,411
735,0.0,0.0,1.0,0.0,08-10-06,15:45,306
8835,0.0,0.0,0.0,1.0,31-10-06,0:45,19
577,0.0,0.0,1.0,0.0,07-10-06,0:15,66
3232,1.0,0.0,0.0,0.0,03-10-06,16:00,140
4202,1.0,0.0,0.0,0.0,13-10-06,18:30,115
3279,1.0,0.0,0.0,0.0,04-10-06,3:45,5
9057,0.0,1.0,0.0,0.0,02-10-06,8:15,226
11606,0.0,1.0,0.0,0.0,29-10-06,21:30,63
7907,0.0,0.0,0.0,1.0,21-10-06,8:45,178
5134,1.0,0.0,0.0,0.0,23-10-06,11:30,128
8562,0.0,0.0,0.0,1.0,28-10-06,4:30,17
7972,0.0,0.0,0.0,1.0,22-10-06,1:00,60
1761,0.0,0.0,1.0,0.0,19-10-06,8:15,276
4140,1.0,0.0,0.0,0.0,13-10-06,3:00,2
9419,0.0,1.0,0.0,0.0,07-10-06,2:45,17
10450,0.0,1.0,0.0,0.0,17-10-06,20:30,101
3583,1.0,0.0,0.0,0.0,07-10-06,7:45,88
415,0.0,0.0,1.0,0.0,05-10-06,7:45,315
1150,0.0,0.0,1.0,0.0,12-10-06,23:30,57
9116,0.0,1.0,0.0,0.0,02-10-06,23:00,33
8003,0.0,0.0,0.0,1.0,22-10-06,8:45,111
4018,1.0,0.0,0.0,0.0,11-10-06,20:30,75
8925,0.0,0.0,0.0,1.0,31-10-06,23:15,54
11807,0.0,1.0,0.0,0.0,31-10-06,23:45,20
164,0.0,0.0,1.0,0.0,02-10-06,17:00,277
3860,1.0,0.0,0.0,0.0,10-10-06,5:00,18
7050,0.0,0.0,0.0,1.0,12-10-06,10:30,256
6454,0.0,0.0,0.0,1.0,06-10-06,5:30,29
10979,0.0,1.0,0.0,0.0,23-10-06,8:45,211
1411,0.0,0.0,1.0,0.0,15-10-06,16:45,260
1835,0.0,0.0,1.0,0.0,20-10-06,2:45,5
9775,0.0,1.0,0.0,0.0,10-10-06,19:45,124
2113,0.0,0.0,1.0,0.0,23-10-06,0:15,28
360,0.0,0.0,1.0,0.0,04-10-06,18:00,352
737,0.0,0.0,1.0,0.0,08-10-06,16:15,263
1270,0.0,0.0,1.0,0.0,14-10-06,5:30,33
8838,0.0,0.0,0.0,1.0,31-10-06,1:30,15
10694,0.0,1.0,0.0,0.0,20-10-06,9:30,157
2446,0.0,0.0,1.0,0.0,26-10-06,11:30,334
9561,0.0,1.0,0.0,0.0,08-10-06,14:15,162
1480,0.0,0.0,1.0,0.0,16-10-06,10:00,284
1275,0.0,0.0,1.0,0.0,14-10-06,6:45,93
9817,0.0,1.0,0.0,0.0,11-10-06,6:15,28
9754,0.0,1.0,0.0,0.0,10-10-06,14:30,158
11245,0.0,1.0,0.0,0.0,26-10-06,3:15,1
2071,0.0,0.0,1.0,0.0,22-10-06,13:45,392
1577,0.0,0.0,1.0,0.0,17-10-06,10:15,278
4281,1.0,0.0,0.0,0.0,14-10-06,14:15,176
476,0.0,0.0,1.0,0.0,05-10-06,23:00,61
2006,0.0,0.0,1.0,0.0,21-10-06,21:30,120
2667,0.0,0.0,1.0,0.0,28-10-06,18:45,241
1267,0.0,0.0,1.0,0.0,14-10-06,4:45,20
7538,0.0,0.0,0.0,1.0,17-10-06,12:30,243
1490,0.0,0.0,1.0,0.0,16-10-06,12:30,258
7123,0.0,0.0,0.0,1.0,13-10-06,4:45,16
8796,0.0,0.0,0.0,1.0,30-10-06,15:00,295
9342,0.0,1.0,0.0,0.0,06-10-06,7:30,177
23,0.0,0.0,1.0,0.0,01-10-06,5:45,21
5422,1.0,0.0,0.0,0.0,26-10-06,11:30,137
11182,0.0,1.0,0.0,0.0,25-10-06,11:30,160
4919,1.0,0.0,0.0,0.0,21-10-06,5:45,23
6067,0.0,0.0,0.0,1.0,02-10-06,4:45,15
10347,0.0,1.0,0.0,0.0,16-10-06,18:45,222
10823,0.0,1.0,0.0,0.0,21-10-06,17:45,160
1197,0.0,0.0,1.0,0.0,13-10-06,11:15,273
3274,1.0,0.0,0.0,0.0,04-10-06,2:30,8
5601,1.0,0.0,0.0,0.0,28-10-06,8:15,116
3212,1.0,0.0,0.0,0.0,03-10-06,11:00,133
4069,1.0,0.0,0.0,0.0,12-10-06,9:15,217
1231,0.0,0.0,1.0,0.0,13-10-06,19:45,229
8939,0.0,1.0,0.0,0.0,01-10-06,2:45,19
6010,0.0,0.0,0.0,1.0,01-10-06,14:30,293
8256,0.0,0.0,0.0,1.0,25-10-06,0:00,30
9115,0.0,1.0,0.0,0.0,02-10-06,22:45,28
369,0.0,0.0,1.0,0.0,04-10-06,20:15,163
11621,0.0,1.0,0.0,0.0,30-10-06,1:15,12
5013,1.0,0.0,0.0,0.0,22-10-06,5:15,6
3260,1.0,0.0,0.0,0.0,03-10-06,23:00,35
10826,0.0,1.0,0.0,0.0,21-10-06,18:30,142
8904,0.0,0.0,0.0,1.0,31-10-06,18:00,423
8521,0.0,0.0,0.0,1.0,27-10-06,18:15,353
10145,0.0,1.0,0.0,0.0,14-10-06,16:15,158
1994,0.0,0.0,1.0,0.0,21-10-06,18:30,243
8516,0.0,0.0,0.0,1.0,27-10-06,17:00,351
9278,0.0,1.0,0.0,0.0,05-10-06,15:30,258
2032,0.0,0.0,1.0,0.0,22-10-06,4:00,17
883,0.0,0.0,1.0,0.0,10-10-06,4:45,12
7856,0.0,0.0,0.0,1.0,20-10-06,20:00,194
9818,0.0,1.0,0.0,0.0,11-10-06,6:30,60
3948,1.0,0.0,0.0,0.0,11-10-06,3:00,3
5124,1.0,0.0,0.0,0.0,23-10-06,9:00,191
5023,1.0,0.0,0.0,0.0,22-10-06,7:45,46
3429,1.0,0.0,0.0,0.0,05-10-06,17:15,200
7059,0.0,0.0,0.0,1.0,12-10-06,12:45,319
7925,0.0,0.0,0.0,1.0,21-10-06,13:15,357
1499,0.0,0.0,1.0,0.0,16-10-06,14:45,319
7779,0.0,0.0,0.0,1.0,20-10-06,0:45,34
1942,0.0,0.0,1.0,0.0,21-10-06,5:30,39
9547,0.0,1.0,0.0,0.0,08-10-06,10:45,159
7091,0.0,0.0,0.0,1.0,12-10-06,20:45,203
6622,0.0,0.0,0.0,1.0,07-10-06,23:30,125
2633,0.0,0.0,1.0,0.0,28-10-06,10:15,339
7423,0.0,0.0,0.0,1.0,16-10-06,7:45,329
6897,0.0,0.0,0.0,1.0,10-10-06,20:15,129
4055,1.0,0.0,0.0,0.0,12-10-06,5:45,58
10832,0.0,1.0,0.0,0.0,21-10-06,20:00,72
3755,1.0,0.0,0.0,0.0,09-10-06,2:45,1
4445,1.0,0.0,0.0,0.0,16-10-06,7:15,332
3090,1.0,0.0,0.0,0.0,02-10-06,4:30,11
9328,0.0,1.0,0.0,0.0,06-10-06,4:00,3
10246,0.0,1.0,0.0,0.0,15-10-06,17:30,169
6698,0.0,0.0,0.0,1.0,08-10-06,18:30,218
3510,1.0,0.0,0.0,0.0,06-10-06,13:30,147
6888,0.0,0.0,0.0,1.0,10-10-06,18:00,340
10404,0.0,1.0,0.0,0.0,17-10-06,9:00,159
2183,0.0,0.0,1.0,0.0,23-10-06,17:45,303
11728,0.0,1.0,0.0,0.0,31-10-06,4:00,2
2898,0.0,0.0,1.0,0.0,31-10-06,4:30,13
11689,0.0,1.0,0.0,0.0,30-10-06,18:15,337
6796,0.0,0.0,0.0,1.0,09-10-06,19:00,229
9986,0.0,1.0,0.0,0.0,13-10-06,0:30,19
10075,0.0,1.0,0.0,0.0,13-10-06,22:45,60
785,0.0,0.0,1.0,0.0,09-10-06,4:15,8
6882,0.0,0.0,0.0,1.0,10-10-06,16:30,410
10898,0.0,1.0,0.0,0.0,22-10-06,12:30,168
1893,0.0,0.0,1.0,0.0,20-10-06,17:15,357
3990,1.0,0.0,0.0,0.0,11-10-06,13:30,112
5053,1.0,0.0,0.0,0.0,22-10-06,15:15,133
6577,0.0,0.0,0.0,1.0,07-10-06,12:15,350
2782,0.0,0.0,1.0,0.0,29-10-06,23:30,52
4959,1.0,0.0,0.0,0.0,21-10-06,15:45,141
10713,0.0,1.0,0.0,0.0,20-10-06,14:15,167
2967,0.0,0.0,1.0,0.0,31-10-06,21:45,123
5054,1.0,0.0,0.0,0.0,22-10-06,15:30,118
5602,1.0,0.0,0.0,0.0,28-10-06,8:30,127
2873,0.0,0.0,1.0,0.0,30-10-06,22:15,77
8426,0.0,0.0,0.0,1.0,26-10-06,18:30,320
3482,1.0,0.0,0.0,0.0,06-10-06,6:30,135
5185,1.0,0.0,0.0,0.0,24-10-06,0:15,3
2606,0.0,0.0,1.0,0.0,28-10-06,3:30,9
2351,0.0,0.0,1.0,0.0,25-10-06,11:45,293
6794,0.0,0.0,0.0,1.0,09-10-06,18:30,294
5175,1.0,0.0,0.0,0.0,23-10-06,21:45,62
1149,0.0,0.0,1.0,0.0,12-10-06,23:15,49
5067,1.0,0.0,0.0,0.0,22-10-06,18:45,97
3030,1.0,0.0,0.0,0.0,01-10-06,13:30,118
2244,0.0,0.0,1.0,0.0,24-10-06,9:00,344
7927,0.0,0.0,0.0,1.0,21-10-06,13:45,345
11803,0.0,1.0,0.0,0.0,31-10-06,22:45,54
10656,0.0,1.0,0.0,0.0,20-10-06,0:00,29
11798,0.0,1.0,0.0,0.0,31-10-06,21:30,67
9750,0.0,1.0,0.0,0.0,10-10-06,13:30,142
9221,0.0,1.0,0.0,0.0,05-10-06,1:15,7
7760,0.0,0.0,0.0,1.0,19-10-06,20:00,220
3641,1.0,0.0,0.0,0.0,07-10-06,22:15,33
2095,0.0,0.0,1.0,0.0,22-10-06,19:45,151
9270,0.0,1.0,0.0,0.0,05-10-06,13:30,138
7368,0.0,0.0,0.0,1.0,15-10-06,18:00,268
1380,0.0,0.0,1.0,0.0,15-10-06,9:00,162
15,0.0,0.0,1.0,0.0,01-10-06,3:45,6
8800,0.0,0.0,0.0,1.0,30-10-06,16:00,343
9263,0.0,1.0,0.0,0.0,05-10-06,11:45,172
6907,0.0,0.0,0.0,1.0,10-10-06,22:45,106
10070,0.0,1.0,0.0,0.0,13-10-06,21:30,68
32,0.0,0.0,1.0,0.0,01-10-06,8:00,67
10296,0.0,1.0,0.0,0.0,16-10-06,6:00,31
1617,0.0,0.0,1.0,0.0,17-10-06,20:15,156
4002,1.0,0.0,0.0,0.0,11-10-06,16:30,164
1279,0.0,0.0,1.0,0.0,14-10-06,7:45,151
5923,1.0,0.0,0.0,0.0,31-10-06,16:45,138
5519,1.0,0.0,0.0,0.0,27-10-06,11:45,160
9009,0.0,1.0,0.0,0.0,01-10-06,20:15,50
8906,0.0,0.0,0.0,1.0,31-10-06,18:30,331
7244,0.0,0.0,0.0,1.0,14-10-06,11:00,291
1213,0.0,0.0,1.0,0.0,13-10-06,15:15,346
10477,0.0,1.0,0.0,0.0,18-10-06,3:15,5
7606,0.0,0.0,0.0,1.0,18-10-06,5:30,37
5078,1.0,0.0,0.0,0.0,22-10-06,21:30,34
8706,0.0,0.0,0.0,1.0,29-10-06,16:30,368
1887,0.0,0.0,1.0,0.0,20-10-06,15:45,351
9229,0.0,1.0,0.0,0.0,05-10-06,3:15,3
2124,0.0,0.0,1.0,0.0,23-10-06,3:00,10
2580,0.0,0.0,1.0,0.0,27-10-06,21:00,135
6710,0.0,0.0,0.0,1.0,08-10-06,21:30,94
257,0.0,0.0,1.0,0.0,03-10-06,16:15,347
8119,0.0,0.0,0.0,1.0,23-10-06,13:45,267
6129,0.0,0.0,0.0,1.0,02-10-06,20:15,134
2875,0.0,0.0,1.0,0.0,30-10-06,22:45,70
3885,1.0,0.0,0.0,0.0,10-10-06,11:15,119
6608,0.0,0.0,0.0,1.0,07-10-06,20:00,165
3635,1.0,0.0,0.0,0.0,07-10-06,20:45,58
5827,1.0,0.0,0.0,0.0,30-10-06,16:45,172
6736,0.0,0.0,0.0,1.0,09-10-06,4:00,9
6472,0.0,0.0,0.0,1.0,06-10-06,10:00,248
9032,0.0,1.0,0.0,0.0,02-10-06,2:00,8
10135,0.0,1.0,0.0,0.0,14-10-06,13:45,198
11136,0.0,1.0,0.0,0.0,25-10-06,0:00,22
3151,1.0,0.0,0.0,0.0,02-10-06,19:45,83
8971,0.0,1.0,0.0,0.0,01-10-06,10:45,178
445,0.0,0.0,1.0,0.0,05-10-06,15:15,322
10918,0.0,1.0,0.0,0.0,22-10-06,17:30,111
10360,0.0,1.0,0.0,0.0,16-10-06,22:00,53
8098,0.0,0.0,0.0,1.0,23-10-06,8:30,369
4813,1.0,0.0,0.0,0.0,20-10-06,3:15,9
7565,0.0,0.0,0.0,1.0,17-10-06,19:15,244
7712,0.0,0.0,0.0,1.0,19-10-06,8:00,317
6847,0.0,0.0,0.0,1.0,10-10-06,7:45,293
11312,0.0,1.0,0.0,0.0,26-10-06,20:00,120
2891,0.0,0.0,1.0,0.0,31-10-06,2:45,8
1151,0.0,0.0,1.0,0.0,12-10-06,23:45,37
11158,0.0,1.0,0.0,0.0,25-10-06,5:30,17
6031,0.0,0.0,0.0,1.0,01-10-06,19:45,105
9827,0.0,1.0,0.0,0.0,11-10-06,8:45,208
1868,0.0,0.0,1.0,0.0,20-10-06,11:00,288
402,0.0,0.0,1.0,0.0,05-10-06,4:30,16
3379,1.0,0.0,0.0,0.0,05-10-06,4:45,11
8155,0.0,0.0,0.0,1.0,23-10-06,22:45,76
1718,0.0,0.0,1.0,0.0,18-10-06,21:30,121
5953,0.0,0.0,0.0,1.0,01-10-06,0:15,93
9558,0.0,1.0,0.0,0.0,08-10-06,13:30,202
6366,0.0,0.0,0.0,1.0,05-10-06,7:30,278
7184,0.0,0.0,0.0,1.0,13-10-06,20:00,200
5806,1.0,0.0,0.0,0.0,30-10-06,11:30,137
5840,1.0,0.0,0.0,0.0,30-10-06,20:00,91
6671,0.0,0.0,0.0,1.0,08-10-06,11:45,276
11451,0.0,1.0,0.0,0.0,28-10-06,6:45,26
11782,0.0,1.0,0.0,0.0,31-10-06,17:30,315
6501,0.0,0.0,0.0,1.0,06-10-06,17:15,347
5384,1.0,0.0,0.0,0.0,26-10-06,2:00,6
325,0.0,0.0,1.0,0.0,04-10-06,9:15,328
9275,0.0,1.0,0.0,0.0,05-10-06,14:45,175
9995,0.0,1.0,0.0,0.0,13-10-06,2:45,5
622,0.0,0.0,1.0,0.0,07-10-06,11:30,377
11646,0.0,1.0,0.0,0.0,30-10-06,7:30,149
2212,0.0,0.0,1.0,0.0,24-10-06,1:00,11
11763,0.0,1.0,0.0,0.0,31-10-06,12:45,174
5581,1.0,0.0,0.0,0.0,28-10-06,3:15,8
11529,0.0,1.0,0.0,0.0,29-10-06,2:15,0
4439,1.0,0.0,0.0,0.0,16-10-06,5:45,42
5864,1.0,0.0,0.0,0.0,31-10-06,2:00,5
1176,0.0,0.0,1.0,0.0,13-10-06,6:00,118
8741,0.0,0.0,0.0,1.0,30-10-06,1:15,12
3243,1.0,0.0,0.0,0.0,03-10-06,18:45,149
2182,0.0,0.0,1.0,0.0,23-10-06,17:30,354
8302,0.0,0.0,0.0,1.0,25-10-06,11:30,267
11146,0.0,1.0,0.0,0.0,25-10-06,2:30,5
1590,0.0,0.0,1.0,0.0,17-10-06,13:30,275
3844,1.0,0.0,0.0,0.0,10-10-06,1:00,7
1398,0.0,0.0,1.0,0.0,15-10-06,13:30,320
1203,0.0,0.0,1.0,0.0,13-10-06,12:45,307
7287,0.0,0.0,0.0,1.0,14-10-06,21:45,117
6520,0.0,0.0,0.0,1.0,06-10-06,22:00,117
4339,1.0,0.0,0.0,0.0,15-10-06,4:45,10
5459,1.0,0.0,0.0,0.0,26-10-06,20:45,66
7813,0.0,0.0,0.0,1.0,20-10-06,9:15,292
4152,1.0,0.0,0.0,0.0,13-10-06,6:00,70
7446,0.0,0.0,0.0,1.0,16-10-06,13:30,260
11678,0.0,1.0,0.0,0.0,30-10-06,15:30,238
628,0.0,0.0,1.0,0.0,07-10-06,13:00,371
5157,1.0,0.0,0.0,0.0,23-10-06,17:15,160
5373,1.0,0.0,0.0,0.0,25-10-06,23:15,22
11527,0.0,1.0,0.0,0.0,29-10-06,1:45,0
8961,0.0,1.0,0.0,0.0,01-10-06,8:15,50
5006,1.0,0.0,0.0,0.0,22-10-06,3:30,12
11564,0.0,1.0,0.0,0.0,29-10-06,11:00,135
11434,0.0,1.0,0.0,0.0,28-10-06,2:30,10
1667,0.0,0.0,1.0,0.0,18-10-06,8:45,425
5664,1.0,0.0,0.0,0.0,29-10-06,0:00,37
3368,1.0,0.0,0.0,0.0,05-10-06,2:00,0
5105,1.0,0.0,0.0,0.0,23-10-06,4:15,3
9823,0.0,1.0,0.0,0.0,11-10-06,7:45,224
4563,1.0,0.0,0.0,0.0,17-10-06,12:45,114
4025,1.0,0.0,0.0,0.0,11-10-06,22:15,44
8226,0.0,0.0,0.0,1.0,24-10-06,16:30,360
3203,1.0,0.0,0.0,0.0,03-10-06,8:45,272
7672,0.0,0.0,0.0,1.0,18-10-06,22:00,128
6865,0.0,0.0,0.0,1.0,10-10-06,12:15,230
5255,1.0,0.0,0.0,0.0,24-10-06,17:45,187
10325,0.0,1.0,0.0,0.0,16-10-06,13:15,138
3861,1.0,0.0,0.0,0.0,10-10-06,5:15,30
5189,1.0,0.0,0.0,0.0,24-10-06,1:15,1
7706,0.0,0.0,0.0,1.0,19-10-06,6:30,166
