val_loss,val_mean_absolute_percentage_error,loss,mean_absolute_percentage_error
0.001533119002105642,268260.22682837077,0.0030059531988925192,390207.5800053118
0.0013618857002407863,187630.8330063436,0.0016286395411247618,241704.14539705485
0.0013717261651172365,205087.3320991387,0.0015302873126118788,201806.4794796794
0.0013769239803965443,175690.0867289812,0.001491208650011661,185174.6691327524
0.001334793380567367,135930.91603488036,0.0014419742263972483,175206.6010318035
0.0013168399531463554,163383.33919526293,0.0014251073484651859,169575.93781813452
0.0013859373247883733,154564.05172974375,0.0014014554840476813,167258.7483343611
0.0012826069646996298,145294.1130952746,0.0013997492224059052,167490.1859062264
0.001347712059101473,140462.17874861797,0.0013816696649170662,160568.70566195654
0.0014330684808680067,147022.5144569697,0.0013607508163808893,155912.23884936154
0.001297728667134002,132919.93183043232,0.0013503220341842084,152750.9333493161
0.0013048912153033145,142399.9551716875,0.0013495158169005126,152891.59132343472
0.0012761699726672802,140429.59838788953,0.0013484215341784437,154124.6671160785
0.0012747930156134133,139134.1731655876,0.0013299872329632155,147675.69155968676
0.0013367750651376862,128162.31211048625,0.0013296920573314824,147255.3185177683
0.0012868277031984213,139411.23026217805,0.0013266037265850233,146414.31185132035
0.0012743206800532138,138640.2268487118,0.0013187252425585158,143335.64602426303
0.001317415877177943,125002.51001597651,0.0013191502986920883,144176.5104998562
0.0012942117170864557,123307.50496280364,0.0013132737138873008,142061.2225380517
0.0012747162253232947,142100.3384489983,0.0013131058712083589,141304.45611202606
0.0012937690888419865,120704.79416328437,0.001307863806594655,139605.367997205
0.001296027904018196,124750.26696380581,0.0013076204140404439,141732.53618718623
0.0012843561147236526,133532.018269753,0.0013106920693310192,142316.81252583134
0.0013071807857234837,124440.77963810667,0.001301425673895811,140375.3227506439
0.001271250668083761,127710.72099007126,0.0013057101889832454,138248.1343815213
0.00133634313364247,124105.39596036119,0.0013000198528212421,138051.4964281868
0.0012903534365235271,124427.37443086543,0.001300396241791095,138207.03410856516
0.0012917725573097197,124869.32626776857,0.0012973915866873293,136276.9528991383
0.0012901004610044041,132942.01228877867,0.0012989553043615848,138278.91717818365
0.0013327937752320768,120267.91236426095,0.0012996193148969006,138320.2871900154
0.001269070720568981,122915.1574263328,0.0012972858271424372,137824.91866560545
0.001357057190906264,121195.47028519124,0.0012995844305286855,138279.220236164
0.0013232028176635284,129992.75965101893,0.0012973471342723846,136089.36141588504
0.0012569591184824896,127790.26482512052,0.0012923676853252167,135589.86336212634
0.001257995947035248,126984.73239390206,0.0012991829839196737,137062.2307960626
0.0012896671203287825,114429.64823108773,0.0012955015830903459,136588.37203946582
0.001296239040322886,132951.96713900077,0.001296208122180589,137373.15980944535
0.0013469422772930796,128608.38792091626,0.0012945643809086393,138166.42614112244
0.0012739049286356404,119660.26160711366,0.0012927577191565603,138855.100315205
0.001279787853276186,127531.91717790745,0.001290799171325276,136164.71111039305
0.0013089430457145876,113009.91154509419,0.0012933492219212959,135488.7262776173
0.0012858237990699955,129693.47660216028,0.0012879496975814308,134120.85327422986
0.0012703310467221671,121083.71943881792,0.0012901543463892343,135900.8374845254
0.0012792744480410144,114815.15212012606,0.001288397885430434,135115.39474432293
0.0013173537462422668,118354.5950129659,0.0012892391467291995,133870.5092489896
0.0012964172762080508,140244.72442004667,0.00128583680213515,136171.93314952104
0.0012589999498094997,128895.51765358172,0.0012869792273429354,134086.98255815977
0.0012733015447945624,126250.87795156133,0.0012841047388803047,134733.8303828287
0.0012981512769450704,122048.738419103,0.0012858116472337078,134130.72827065492
0.0012757149809572758,132986.70186082064,0.0012903209087098142,134159.73515202294
