val_loss,val_acc,loss,acc
112384392.0,0.0,113803077.52841444,0.0
112384392.0,0.0,113803080.14568289,0.0
112384392.0,0.0,113803078.21915227,0.0
112384392.0,0.0,113803077.01852433,0.0
112384392.0,0.0,113803078.72653061,0.0
112384392.0,0.0,113803078.74913658,0.0
112384392.0,0.0,113803077.50580847,0.0
112384392.0,0.0,113803077.73689169,0.0
112384392.0,0.0,113803079.17362638,0.0
112384392.0,0.0,113803077.14160125,0.0
